"","diff","uuid","enum","issue"
"149",123.194966665904,"4631d349-9afe-4649-97d2-89d5917092de | 2a2faefc-24ae-4dd0-9506-73715568da0e","maradi_8","l'enquete a commencé avant la fin de l'enquete precedente"
"150",93.5428333361944,"2a2faefc-24ae-4dd0-9506-73715568da0e | 48a9106d-165c-442d-a078-7de6e017ad3c","maradi_8","l'enquete a commencé avant la fin de l'enquete precedente"
"151",-1034.35060000022,"48a9106d-165c-442d-a078-7de6e017ad3c | 27859dc7-8c1d-44c3-9085-d34fa782a530","maradi_8","Rien a signalé"
"152",411.245866668224,"27859dc7-8c1d-44c3-9085-d34fa782a530 | 3dd686ec-f781-4a4b-b6bc-c70af04748a6","maradi_8","l'enquete a commencé avant la fin de l'enquete precedente"
"153",420.661333330472,"3dd686ec-f781-4a4b-b6bc-c70af04748a6 | ce83f9b4-765a-4a67-b115-12c1fce43cf8","maradi_8","l'enquete a commencé avant la fin de l'enquete precedente"
"154",382.142616665363,"ce83f9b4-765a-4a67-b115-12c1fce43cf8 | 1d67c1a8-9bcd-4c25-a9ba-5fc75e9b7c9c","maradi_8","l'enquete a commencé avant la fin de l'enquete precedente"
"155",-623.871750005086,"7bcb843f-8ea4-4ab5-906e-48fc9d23e6fc | 3316f715-89f7-4854-b086-62fb779e262d","maradi_9","Rien a signalé"
"156",74.9492666681608,"3316f715-89f7-4854-b086-62fb779e262d | bf6d62d0-c6e7-452d-ab95-a1c2fbcaa74a","maradi_9","l'enquete a commencé avant la fin de l'enquete precedente"
"157",48.644799999396,"bf6d62d0-c6e7-452d-ab95-a1c2fbcaa74a | 18ecc596-6e43-4079-b54f-e262ed5e0b83","maradi_9","l'enquete a commencé avant la fin de l'enquete precedente"
"158",387.659233335654,"9179bd99-d65a-4d4e-b18d-e675d4eaff0b | 528a3fd4-a1ac-4f3d-a956-f2b37f16ffd6","niamey_1","l'enquete a commencé avant la fin de l'enquete precedente"
"159",246.516516665618,"528a3fd4-a1ac-4f3d-a956-f2b37f16ffd6 | 27061f65-fea5-4af2-b496-3da8fbdcfefa","niamey_1","l'enquete a commencé avant la fin de l'enquete precedente"
"160",176.436966665586,"27061f65-fea5-4af2-b496-3da8fbdcfefa | ca37e613-cd76-479f-8454-f9111d90c4d7","niamey_1","l'enquete a commencé avant la fin de l'enquete precedente"
"161",-1105.04348333279,"ca37e613-cd76-479f-8454-f9111d90c4d7 | a98c5550-dfc7-4023-871a-6bea8a41c8cb","niamey_1","Rien a signalé"
"162",-3.19524999856949,"a98c5550-dfc7-4023-871a-6bea8a41c8cb | e071be30-fb3e-484d-8dc4-21b12ae7bfde","niamey_1","temps entre deux enquetes succesives court"
"163",-10.5106999993324,"e071be30-fb3e-484d-8dc4-21b12ae7bfde | 7ed30abe-76f7-4cd8-b0f9-353d61901e4a","niamey_1","Rien a signalé"
"164",-1295.00363333225,"7ed30abe-76f7-4cd8-b0f9-353d61901e4a | c9599fb6-892e-4157-b720-4ad14bc924fc","niamey_1","Rien a signalé"
"165",-0.0809500018755595,"c9599fb6-892e-4157-b720-4ad14bc924fc | 96e94038-b32b-4081-bfd3-4011ed0dec71","niamey_1","temps entre deux enquetes succesives court"
"166",-51.5822666684786,"96e94038-b32b-4081-bfd3-4011ed0dec71 | 01c0d843-46cb-4202-9533-c8057bbe7052","niamey_1","Rien a signalé"
"167",-1218.06831666629,"01c0d843-46cb-4202-9533-c8057bbe7052 | 96fd754b-a63e-4e0a-928a-e6fc5ddb4cc7","niamey_1","Rien a signalé"
"168",-0.172316666444143,"96fd754b-a63e-4e0a-928a-e6fc5ddb4cc7 | 10ea9d87-d14c-4093-9c53-ce333d3d8580","niamey_1","temps entre deux enquetes succesives court"
"169",-4.08443333307902,"10ea9d87-d14c-4093-9c53-ce333d3d8580 | 1fd64ecb-25ad-4f72-b5aa-6b68bd811962","niamey_1","temps entre deux enquetes succesives court"
"170",-88.6640166680018,"1fd64ecb-25ad-4f72-b5aa-6b68bd811962 | f9cea1ed-d384-4e3e-bd1f-81479df1f9a6","niamey_1","Rien a signalé"
"171",-1145.26040000121,"f9cea1ed-d384-4e3e-bd1f-81479df1f9a6 | 9c12fdc4-4fc4-47de-b47e-3689a124f636","niamey_1","Rien a signalé"
"172",-14.3661499977112,"9c12fdc4-4fc4-47de-b47e-3689a124f636 | 640a3570-a5c9-405b-929b-246a448f1d4d","niamey_1","Rien a signalé"
"173",-67.3681333343188,"640a3570-a5c9-405b-929b-246a448f1d4d | 150b90db-5cec-42fa-a07a-f7d0f28170b9","niamey_1","Rien a signalé"
"174",-14.1699000000954,"150b90db-5cec-42fa-a07a-f7d0f28170b9 | 43160ff5-0d3f-4555-810d-9cdba5dcbafb","niamey_1","Rien a signalé"
"175",-1238.78373333216,"43160ff5-0d3f-4555-810d-9cdba5dcbafb | 4803a267-d8af-4c31-9ad2-292b24c51cdc","niamey_1","Rien a signalé"
"176",-57.9268833359083,"4803a267-d8af-4c31-9ad2-292b24c51cdc | 4e1256c3-42bb-4626-a31c-bd3ceebd59ce","niamey_1","Rien a signalé"
"177",-15.806333331267,"4e1256c3-42bb-4626-a31c-bd3ceebd59ce | 1abce341-a572-440a-a790-48dab5e71f68","niamey_1","Rien a signalé"
"178",-29.8238166650136,"1abce341-a572-440a-a790-48dab5e71f68 | d85a1fcb-1535-42e1-98f7-53b98cdcad08","niamey_1","Rien a signalé"
"179",100.347449998061,"d85a1fcb-1535-42e1-98f7-53b98cdcad08 | d3c07123-719a-40b1-846c-e7f82071939d","niamey_1","l'enquete a commencé avant la fin de l'enquete precedente"
"180",-5.32040000359217,"d3c07123-719a-40b1-846c-e7f82071939d | 6df625fa-c795-49da-a826-ce0ac53b23eb","niamey_1","Rien a signalé"
"181",-16.3501833319664,"29940445-12ea-4c4a-9fd1-81f9dad69c1a | ef5ebc5b-920b-4d59-b6cc-f0565ca9c6e0","niamey_10","Rien a signalé"
"182",-84.7389999945958,"ef5ebc5b-920b-4d59-b6cc-f0565ca9c6e0 | 404f61ad-a872-4d89-8cc0-9c3c59331d62","niamey_10","Rien a signalé"
"183",-7.12751666704814,"404f61ad-a872-4d89-8cc0-9c3c59331d62 | 9448d711-9edb-4d15-a5bd-bed5bfca03b2","niamey_10","Rien a signalé"
"184",-1010.30623333454,"9448d711-9edb-4d15-a5bd-bed5bfca03b2 | 9cdcba09-8f51-4ee1-8bb4-51fdc8d2e69b","niamey_10","Rien a signalé"
"185",-7.86886666615804,"9cdcba09-8f51-4ee1-8bb4-51fdc8d2e69b | 0fa450e1-6e51-422d-89f8-36d2eac30455","niamey_10","Rien a signalé"
"186",-51.2463166634242,"0fa450e1-6e51-422d-89f8-36d2eac30455 | 5a02fa4a-98e6-4afa-92e9-5106216b72b0","niamey_10","Rien a signalé"
"187",-6.93503333330154,"5a02fa4a-98e6-4afa-92e9-5106216b72b0 | c70d81f8-f0d4-41e0-a716-4ebd86de18cf","niamey_10","Rien a signalé"
"188",-1244.25606667201,"c70d81f8-f0d4-41e0-a716-4ebd86de18cf | b7f6d515-28df-48e0-8029-cafe99f3df10","niamey_10","Rien a signalé"
"189",175.301849997044,"b7f6d515-28df-48e0-8029-cafe99f3df10 | 7f1abeb5-f232-46b3-aaed-66c8305e066d","niamey_10","l'enquete a commencé avant la fin de l'enquete precedente"
"190",-44.0472500006358,"7f1abeb5-f232-46b3-aaed-66c8305e066d | 65312a26-e101-4f8f-8f1e-24766f44096d","niamey_10","Rien a signalé"
"191",-16.7672500014305,"65312a26-e101-4f8f-8f1e-24766f44096d | 7c78c36c-6b93-4d4e-8c45-22ebfdc799a7","niamey_10","Rien a signalé"
"192",-1099.76231666803,"7c78c36c-6b93-4d4e-8c45-22ebfdc799a7 | e350902d-20bf-46c4-8c5a-2e16e04caa43","niamey_10","Rien a signalé"
"193",-12.9985500017802,"e350902d-20bf-46c4-8c5a-2e16e04caa43 | 6688dbc9-2d7d-4a72-b66d-250d6c3bb8ae","niamey_10","Rien a signalé"
"194",-13.5449000000954,"6688dbc9-2d7d-4a72-b66d-250d6c3bb8ae | 3ffc742f-b0ee-47b1-bfaa-797ac1258a3f","niamey_10","Rien a signalé"
"195",-22.977166668574,"3ffc742f-b0ee-47b1-bfaa-797ac1258a3f | e41360db-c64f-4dc9-94dc-0267f8d02466","niamey_10","Rien a signalé"
"196",-1275.23803333044,"e41360db-c64f-4dc9-94dc-0267f8d02466 | ef519194-d263-42e6-aa0d-53fcee46a26e","niamey_10","Rien a signalé"
"197",-8.28323333263397,"ef519194-d263-42e6-aa0d-53fcee46a26e | a3d182c9-7e37-4c9b-970e-c783a8ec97a0","niamey_10","Rien a signalé"
"198",-53.6627500017484,"a3d182c9-7e37-4c9b-970e-c783a8ec97a0 | 604145de-aa35-4ec2-bbd1-6b837b1d456f","niamey_10","Rien a signalé"
"199",-11.3665666659673,"604145de-aa35-4ec2-bbd1-6b837b1d456f | 3153e4c8-68f0-46ca-a3a0-f0dc4f9fd347","niamey_10","Rien a signalé"
"200",-22.5297166665395,"3153e4c8-68f0-46ca-a3a0-f0dc4f9fd347 | bc378a69-60b7-4d48-886d-a6a1f1755ab6","niamey_10","Rien a signalé"
"201",-1160.00441666444,"bc378a69-60b7-4d48-886d-a6a1f1755ab6 | 0b818278-2b2f-4240-9f7b-7412f2c3ff47","niamey_10","Rien a signalé"
"202",-7.0684999982516,"0b818278-2b2f-4240-9f7b-7412f2c3ff47 | 7d392ec6-1395-4927-af8d-116ddbaeefa2","niamey_10","Rien a signalé"
"203",-4.94576666355133,"7d392ec6-1395-4927-af8d-116ddbaeefa2 | 16fb65c0-e7a0-4882-b58c-028453579c53","niamey_10","temps entre deux enquetes succesives court"
"204",-12.9907666643461,"16fb65c0-e7a0-4882-b58c-028453579c53 | 337db44a-381e-4962-b694-f89550a03556","niamey_10","Rien a signalé"
"205",-10.0967333316803,"337db44a-381e-4962-b694-f89550a03556 | 4bfe7700-19ed-4a69-9ebe-5c489cd8bec4","niamey_10","Rien a signalé"
"206",-52.093866666158,"4bfe7700-19ed-4a69-9ebe-5c489cd8bec4 | 10233c7d-7afa-4290-8dee-056487cbdf51","niamey_10","Rien a signalé"
"207",-0.424566666285197,"ae2dc755-da0b-4ba0-b120-c481f3b3271e | 36e40dd8-d1f6-409f-8471-2f36772d5570","niamey_11","temps entre deux enquetes succesives court"
"208",-102.047216661771,"36e40dd8-d1f6-409f-8471-2f36772d5570 | 16fd14b4-1708-4571-9312-c8ed28461b7b","niamey_11","Rien a signalé"
"209",-2.30058333476384,"16fd14b4-1708-4571-9312-c8ed28461b7b | ad4aae09-b1e6-481a-8ee1-214019ace3f5","niamey_11","temps entre deux enquetes succesives court"
"210",-1116.56685000261,"ad4aae09-b1e6-481a-8ee1-214019ace3f5 | 303a58ab-e4a6-439a-a75f-dd0ace4f7204","niamey_11","Rien a signalé"
"211",-0.331083333492279,"303a58ab-e4a6-439a-a75f-dd0ace4f7204 | 2363c161-e27d-4eed-968e-2d2481a8646e","niamey_11","temps entre deux enquetes succesives court"
"212",-184.464199999968,"2363c161-e27d-4eed-968e-2d2481a8646e | ec452b30-fd94-41f0-8188-a5bc2f718f10","niamey_11","Rien a signalé"
"213",-1194.96894999743,"ec452b30-fd94-41f0-8188-a5bc2f718f10 | a70b04b4-de3e-4b93-b769-1798dd98899a","niamey_11","Rien a signalé"
"214",-3.92523333231608,"a70b04b4-de3e-4b93-b769-1798dd98899a | b5d1ccd6-07cb-4f4f-b9d6-e614a3bcacc4","niamey_11","temps entre deux enquetes succesives court"
"215",-132.116683332125,"b5d1ccd6-07cb-4f4f-b9d6-e614a3bcacc4 | 47f9d666-b4ee-40b2-9e22-29646aa9db3f","niamey_11","Rien a signalé"
"216",-1051.1489500006,"47f9d666-b4ee-40b2-9e22-29646aa9db3f | 9c0ceb99-703c-4b17-ac76-433553afe061","niamey_11","Rien a signalé"
"217",-9.14296666781108,"9c0ceb99-703c-4b17-ac76-433553afe061 | f95a3ca9-f37e-4448-bb4b-ce86a26372eb","niamey_11","Rien a signalé"
"218",-18.937466665109,"f95a3ca9-f37e-4448-bb4b-ce86a26372eb | 6f2a877a-dcd9-40a4-a6f0-e87062c77119","niamey_11","Rien a signalé"
"219",-23.0489333351453,"6f2a877a-dcd9-40a4-a6f0-e87062c77119 | 722075b4-6805-459c-b05d-2369743ba8b8","niamey_11","Rien a signalé"
"220",-64.2935000022252,"722075b4-6805-459c-b05d-2369743ba8b8 | d1257f82-5c75-42ad-aeb5-a1accfa7e2de","niamey_11","Rien a signalé"
"221",-1127.15673333009,"d1257f82-5c75-42ad-aeb5-a1accfa7e2de | 6e69b051-7c21-4cc8-a13e-9e8c433ecd4d","niamey_11","Rien a signalé"
"222",-17.242616669337,"6e69b051-7c21-4cc8-a13e-9e8c433ecd4d | 01a5c530-b3d7-4b5f-a0f9-805a505d50d3","niamey_11","Rien a signalé"
"223",-6.75754999717077,"01a5c530-b3d7-4b5f-a0f9-805a505d50d3 | f0a794c3-6476-432f-8edf-b1589e3f4a34","niamey_11","Rien a signalé"
"224",-49.5046500007312,"f0a794c3-6476-432f-8edf-b1589e3f4a34 | 39128f64-4ed8-4856-9d20-7e0e84310745","niamey_11","Rien a signalé"
"225",-7.15380000273387,"39128f64-4ed8-4856-9d20-7e0e84310745 | f62f2208-ff14-4236-83ce-462abeb7e568","niamey_11","Rien a signalé"
"226",-1179.9910833319,"f62f2208-ff14-4236-83ce-462abeb7e568 | e5c575f2-da56-4792-8b57-03196e41d017","niamey_11","Rien a signalé"
"227",-6.12013333638509,"e5c575f2-da56-4792-8b57-03196e41d017 | b74fbf78-3d6b-4b19-95eb-1338406606de","niamey_11","Rien a signalé"
"228",-8.95748333533605,"b74fbf78-3d6b-4b19-95eb-1338406606de | 04b02c0a-474f-4532-b3eb-d60849083900","niamey_11","Rien a signalé"
"229",-17.1553833325704,"04b02c0a-474f-4532-b3eb-d60849083900 | 693efc31-bab7-42f1-b1fd-49b78cb17404","niamey_11","Rien a signalé"
"230",-18.9578166683515,"693efc31-bab7-42f1-b1fd-49b78cb17404 | 2f055d72-ed18-4969-bf45-6b3dee62947a","niamey_11","Rien a signalé"
"231",-47.0576833327611,"2f055d72-ed18-4969-bf45-6b3dee62947a | 037fd68d-bfc0-45e5-969b-d0b364dd4f4c","niamey_11","Rien a signalé"
"232",-1.30341666936874,"8c5ddfa4-d8b0-4b56-a1cc-baf5088f9042 | fc22418f-31b3-45a7-9cca-19651dd73e22","niamey_12","temps entre deux enquetes succesives court"
"233",-58.1113999962807,"fc22418f-31b3-45a7-9cca-19651dd73e22 | a2550209-a464-47ce-9d0d-8da8f5f7e56b","niamey_12","Rien a signalé"
"234",-1132.46980000337,"a2550209-a464-47ce-9d0d-8da8f5f7e56b | 2da880df-9099-4dd9-ae9b-9348c0075ab2","niamey_12","Rien a signalé"
"235",-5.54088333447774,"2da880df-9099-4dd9-ae9b-9348c0075ab2 | d8139d48-5f05-46b1-ab2f-4feb6bf713c0","niamey_12","Rien a signalé"
"236",-2.9870666662852,"d8139d48-5f05-46b1-ab2f-4feb6bf713c0 | 83616cc7-81ba-46ef-a11c-4cc9cd8ca247","niamey_12","temps entre deux enquetes succesives court"
"237",-135.818983332316,"83616cc7-81ba-46ef-a11c-4cc9cd8ca247 | 16392a54-4628-4849-85af-fb64e6e37368","niamey_12","Rien a signalé"
"238",-1204.39670000076,"16392a54-4628-4849-85af-fb64e6e37368 | 37b938c1-2a00-4d0e-9979-8d211f2f2e7f","niamey_12","Rien a signalé"
"239",-41.3195500016212,"37b938c1-2a00-4d0e-9979-8d211f2f2e7f | 824cb5ae-9365-44ec-a05f-c4a8c7d62d34","niamey_12","Rien a signalé"
"240",-69.4503166675568,"824cb5ae-9365-44ec-a05f-c4a8c7d62d34 | 6a461e6c-f17f-42c7-b3df-3cc651d8f60a","niamey_12","Rien a signalé"
"241",-1089.17081666787,"6a461e6c-f17f-42c7-b3df-3cc651d8f60a | b31f32b3-fb2a-400e-a64a-3e5f14413889","niamey_12","Rien a signalé"
"242",-28.8486833333969,"b31f32b3-fb2a-400e-a64a-3e5f14413889 | 16bddac3-1f1d-4572-88be-91e4ad54ec70","niamey_12","Rien a signalé"
"243",-122.403133336703,"16bddac3-1f1d-4572-88be-91e4ad54ec70 | 193563c1-6d89-485c-90b4-cc34f4a6e8a8","niamey_12","Rien a signalé"
"244",-11.8600333293279,"193563c1-6d89-485c-90b4-cc34f4a6e8a8 | d2cbd672-8eb4-4ce3-a5b3-63fe988025fb","niamey_12","Rien a signalé"
"245",-1067.86306666533,"d2cbd672-8eb4-4ce3-a5b3-63fe988025fb | 2dc079c2-9133-4d0e-8596-7d7add375213","niamey_12","Rien a signalé"
"246",-3.94981666405996,"2dc079c2-9133-4d0e-8596-7d7add375213 | 41d4c2a5-5368-45d2-b6cd-feb7d132b322","niamey_12","temps entre deux enquetes succesives court"
"247",-94.4708333333333,"41d4c2a5-5368-45d2-b6cd-feb7d132b322 | 096affcb-b242-4b91-933f-d1e222166aba","niamey_12","Rien a signalé"
"248",-81.1086333354314,"096affcb-b242-4b91-933f-d1e222166aba | 34b446ab-4d9f-4ad8-902c-0b2dc325fc54","niamey_12","Rien a signalé"
"249",-1048.03600000143,"34b446ab-4d9f-4ad8-902c-0b2dc325fc54 | e2d796d3-2800-4e6c-a993-1e69f3753627","niamey_12","Rien a signalé"
"250",-8.60561666488647,"e2d796d3-2800-4e6c-a993-1e69f3753627 | f9c64c81-1919-45ef-bd6d-72229548578f","niamey_12","Rien a signalé"
"251",-18.7366499980291,"f9c64c81-1919-45ef-bd6d-72229548578f | 91a81099-81f1-4163-b6cf-2dc1b82d2dd3","niamey_12","Rien a signalé"
"252",-132.50235000054,"91a81099-81f1-4163-b6cf-2dc1b82d2dd3 | 5a78ee29-ff28-47c3-9043-05247d01bfe7","niamey_12","Rien a signalé"
"253",-4.89811666409175,"37f6c244-cb3a-46ab-8ac9-bda73df34ff2 | c1a2970d-dcc9-4908-a33e-cb9536623a3e","niamey_13","temps entre deux enquetes succesives court"
"254",-100.265799999237,"c1a2970d-dcc9-4908-a33e-cb9536623a3e | 9dfc0a11-4b5c-4c76-9308-b5f589f62576","niamey_13","Rien a signalé"
"255",-1128.38140000105,"9dfc0a11-4b5c-4c76-9308-b5f589f62576 | 5d8265c9-858e-4389-bfb9-a11a8fd24286","niamey_13","Rien a signalé"
"256",-4.98015000025431,"5d8265c9-858e-4389-bfb9-a11a8fd24286 | d408875e-a5ea-4c87-938c-9b146bfd2c85","niamey_13","temps entre deux enquetes succesives court"
"257",-166.414350001017,"d408875e-a5ea-4c87-938c-9b146bfd2c85 | e76fd8fb-64a1-4d7c-82d4-716296d70904","niamey_13","Rien a signalé"
"258",-1187.70471666654,"e76fd8fb-64a1-4d7c-82d4-716296d70904 | f2763c6a-cc3a-417e-97d4-ecd32761507e","niamey_13","Rien a signalé"
"259",-18.698916665713,"f2763c6a-cc3a-417e-97d4-ecd32761507e | 6db1bc72-760a-4ca3-8122-39633c4a78ad","niamey_13","Rien a signalé"
"260",-52.5643999973933,"6db1bc72-760a-4ca3-8122-39633c4a78ad | 7db8e530-b75d-4ae4-8d50-120e0db421a6","niamey_13","Rien a signalé"
"261",-5.01410000324249,"7db8e530-b75d-4ae4-8d50-120e0db421a6 | fee957f8-5166-4294-81d9-063c818add5e","niamey_13","Rien a signalé"
"262",-1026.00581666629,"fee957f8-5166-4294-81d9-063c818add5e | 1399ef4c-0c39-4952-bdc7-9946b5266b21","niamey_13","Rien a signalé"
"263",-31.9403333346049,"1399ef4c-0c39-4952-bdc7-9946b5266b21 | 71229a41-89bd-4c61-ab6c-3c7356c9b111","niamey_13","Rien a signalé"
"264",-125.415350000064,"71229a41-89bd-4c61-ab6c-3c7356c9b111 | ea4ac03a-28ef-4adb-9c71-9bfff5ed2c6d","niamey_13","Rien a signalé"
"265",-1093.91035000086,"ea4ac03a-28ef-4adb-9c71-9bfff5ed2c6d | 4167f820-2c89-4f7c-b213-d1203e21d6ce","niamey_13","Rien a signalé"
"266",-16.141616666317,"4167f820-2c89-4f7c-b213-d1203e21d6ce | d7b05c14-20a7-47f4-bb94-d7d6d5b8300b","niamey_13","Rien a signalé"
"267",-27.9384499986966,"d7b05c14-20a7-47f4-bb94-d7d6d5b8300b | cfddd8d1-0719-47dd-a295-717c9032b1c9","niamey_13","Rien a signalé"
"268",-1181.53678333759,"cfddd8d1-0719-47dd-a295-717c9032b1c9 | dac2bacf-7913-475a-9ec1-e503370e2277","niamey_13","Rien a signalé"
"269",-7.36471666495005,"dac2bacf-7913-475a-9ec1-e503370e2277 | 2bd7b6c5-7181-4ac8-90c7-5b87dc854338","niamey_13","Rien a signalé"
"270",-14.0832000017166,"2bd7b6c5-7181-4ac8-90c7-5b87dc854338 | d2de90e5-ed46-41ac-b722-e75443af4bb0","niamey_13","Rien a signalé"
"271",-14.4636833349864,"d2de90e5-ed46-41ac-b722-e75443af4bb0 | 35400128-7a38-4698-8bb6-1e0767501d0d","niamey_13","Rien a signalé"
"272",-21.2484333356222,"35400128-7a38-4698-8bb6-1e0767501d0d | 5c37438c-d127-455c-acc3-d520559ca93d","niamey_13","Rien a signalé"
"273",-11.8911166667938,"05562415-77e8-481b-a0ac-ba1502cdd37b | 5d7ae3ec-b164-4b9f-82d3-27eedaeafa06","niamey_14","Rien a signalé"
"274",-0.138116665681203,"5d7ae3ec-b164-4b9f-82d3-27eedaeafa06 | 1a1befff-47c8-4c89-832e-3394a1304d6b","niamey_14","temps entre deux enquetes succesives court"
"275",-1051.71436666648,"1a1befff-47c8-4c89-832e-3394a1304d6b | 86fa128f-a485-4b32-b826-b22470ed843c","niamey_14","Rien a signalé"
"276",-5.58646667003632,"86fa128f-a485-4b32-b826-b22470ed843c | 1eef2206-15fd-458e-a1c8-e514c65edf55","niamey_14","Rien a signalé"
"277",-57.9995833317439,"1eef2206-15fd-458e-a1c8-e514c65edf55 | f1abfd9c-c867-4507-b2f9-8c16af60a6a9","niamey_14","Rien a signalé"
"278",-4.22233333190282,"f1abfd9c-c867-4507-b2f9-8c16af60a6a9 | 6bae837d-36d4-4f66-aea6-c80801b95863","niamey_14","temps entre deux enquetes succesives court"
"279",-1245.67443333069,"6bae837d-36d4-4f66-aea6-c80801b95863 | ce335140-dc0f-4f13-a5df-ae21f2c8e290","niamey_14","Rien a signalé"
"280",-6.10428333282471,"ce335140-dc0f-4f13-a5df-ae21f2c8e290 | 96817620-d091-477b-8a7a-6f53a1844f72","niamey_14","Rien a signalé"
"281",-67.058450003465,"96817620-d091-477b-8a7a-6f53a1844f72 | bea92e54-a023-4a69-aaf6-8b2e3e0160a7","niamey_14","Rien a signalé"
"282",-7.89009999831518,"bea92e54-a023-4a69-aaf6-8b2e3e0160a7 | 55370b99-04ba-4c33-9c98-6d15eaf23837","niamey_14","Rien a signalé"
"283",-1142.50179999669,"55370b99-04ba-4c33-9c98-6d15eaf23837 | b0ae47ab-0212-428f-a955-b4848752a89c","niamey_14","Rien a signalé"
"284",-11.6459666689237,"b0ae47ab-0212-428f-a955-b4848752a89c | 553c3a3c-e3dc-41c6-8b58-c67d2d47d8c0","niamey_14","Rien a signalé"
"285",-8.74245000282923,"553c3a3c-e3dc-41c6-8b58-c67d2d47d8c0 | 63d2068a-cd62-4314-a6fa-6b03f7ce6729","niamey_14","Rien a signalé"
"286",-41.9171833356221,"63d2068a-cd62-4314-a6fa-6b03f7ce6729 | e9e7b06f-62c6-4096-a600-6c7e8196c539","niamey_14","Rien a signalé"
"287",-1254.96626666784,"e9e7b06f-62c6-4096-a600-6c7e8196c539 | f0c31b20-fcc4-4725-9728-e74323ff0835","niamey_14","Rien a signalé"
"288",-5.23261666695277,"f0c31b20-fcc4-4725-9728-e74323ff0835 | ed3c5546-2330-4fd9-8abb-311c4971bb3d","niamey_14","Rien a signalé"
"289",-9.78843333721161,"ed3c5546-2330-4fd9-8abb-311c4971bb3d | 45de7895-c75d-4d7d-a3f9-c36951ebea0d","niamey_14","Rien a signalé"
"290",-40.9392333348592,"45de7895-c75d-4d7d-a3f9-c36951ebea0d | 4169d4c7-cf66-4ef3-8a0c-8e51e0b1cf9e","niamey_14","Rien a signalé"
"291",-15.4866499980291,"4169d4c7-cf66-4ef3-8a0c-8e51e0b1cf9e | 9ac84eb9-70e9-4a5e-9d86-1ff6aadf299f","niamey_14","Rien a signalé"
"292",-1228.37019999822,"9ac84eb9-70e9-4a5e-9d86-1ff6aadf299f | 8b452881-89ca-435c-899d-c56ec6f20a64","niamey_14","Rien a signalé"
"293",-5.35015000104904,"8b452881-89ca-435c-899d-c56ec6f20a64 | 15a591f4-c01d-4695-adc6-f62469581565","niamey_14","Rien a signalé"
"294",-4.86779999732971,"15a591f4-c01d-4695-adc6-f62469581565 | f59c373d-90f4-4caf-b648-c109a33702cd","niamey_14","temps entre deux enquetes succesives court"
"295",-4.8569000005722,"f59c373d-90f4-4caf-b648-c109a33702cd | e9545e22-56da-4ccb-bc2d-bc27b190062e","niamey_14","temps entre deux enquetes succesives court"
"296",-8.39228333632151,"e9545e22-56da-4ccb-bc2d-bc27b190062e | c00ea075-4e9c-45f1-b632-7f781875b126","niamey_14","Rien a signalé"
"297",-9.90999999841054,"c00ea075-4e9c-45f1-b632-7f781875b126 | e947dede-3230-4aee-a009-ac2623101535","niamey_14","Rien a signalé"
"298",359.070366668701,"bcefe500-094d-43b7-a6bd-1f1ec0ebb376 | 729c21e8-505c-4125-a966-dc529480f21f","niamey_15","l'enquete a commencé avant la fin de l'enquete precedente"
"299",197.84596666495,"729c21e8-505c-4125-a966-dc529480f21f | 983bcf31-7857-427a-a716-0af38b80a804","niamey_15","l'enquete a commencé avant la fin de l'enquete precedente"
"300",120.086183333397,"983bcf31-7857-427a-a716-0af38b80a804 | 0febcd8a-5ce2-42ba-8ad4-3fce52e6faa5","niamey_15","l'enquete a commencé avant la fin de l'enquete precedente"
"301",-921.860366662343,"0febcd8a-5ce2-42ba-8ad4-3fce52e6faa5 | d7c730b9-6c7d-4c9b-9ddc-0f612dace0d4","niamey_15","Rien a signalé"
"302",447.123099998633,"d7c730b9-6c7d-4c9b-9ddc-0f612dace0d4 | ffb200bc-5c18-4a0a-b2e8-76ba1e5b80e8","niamey_15","l'enquete a commencé avant la fin de l'enquete precedente"
"303",407.676416667302,"ffb200bc-5c18-4a0a-b2e8-76ba1e5b80e8 | 0bafd825-b819-4c4e-92ab-183dce49bf36","niamey_15","l'enquete a commencé avant la fin de l'enquete precedente"
"304",-33.1992333332698,"0bafd825-b819-4c4e-92ab-183dce49bf36 | f5a2bd17-4e3f-4174-b1c2-f656103b4c02","niamey_15","Rien a signalé"
"305",-9.14170000155767,"f5a2bd17-4e3f-4174-b1c2-f656103b4c02 | caeb66e8-9327-4d05-95ab-9d1c57190d5c","niamey_15","Rien a signalé"
"306",-86.8429666678111,"caeb66e8-9327-4d05-95ab-9d1c57190d5c | b565601d-e8a6-4d52-afed-c2d7b7dc4b8e","niamey_15","Rien a signalé"
"307",-8.74029999574025,"b565601d-e8a6-4d52-afed-c2d7b7dc4b8e | 1fb016f9-4425-4461-992f-914fbceb4fdd","niamey_15","Rien a signalé"
"308",-1186.91184999943,"1fb016f9-4425-4461-992f-914fbceb4fdd | 597f5f94-110d-4b3a-a3fb-91e1dddbbf33","niamey_15","Rien a signalé"
"309",-68.6056333303452,"597f5f94-110d-4b3a-a3fb-91e1dddbbf33 | eecd3965-c5f5-4004-a446-42f6fd1a406b","niamey_15","Rien a signalé"
"310",-14.5985333363215,"eecd3965-c5f5-4004-a446-42f6fd1a406b | d0c0a5ee-f304-4017-b66a-22d6385e29d8","niamey_15","Rien a signalé"
